Episode,Num Stages,Rounds Won,Total Rounds,Episode Win,Total Reward
1,1,0,2,0,7
2,1,0,2,0,0
3,1,0,2,0,-11
4,1,0,2,0,36
5,1,0,2,0,11
6,1,0,2,0,-22
7,1,0,2,0,-11
8,1,0,2,0,17
9,1,0,2,0,-8
10,1,0,2,0,34
11,1,0,2,0,-22
12,1,0,2,0,20
13,1,0,2,0,-21
14,1,0,2,0,17
15,1,0,2,0,-19
16,1,0,2,0,-21
17,1,0,2,0,28
18,1,0,2,0,-18
19,1,0,2,0,29
20,1,0,2,0,-28
21,1,0,2,0,34
22,1,0,2,0,11
23,1,0,2,0,10
24,1,0,2,0,-23
25,1,1,3,0,8
26,1,0,2,0,-14
27,1,0,2,0,12
28,1,0,2,0,25
29,1,0,2,0,-1
30,1,0,2,0,58
