Episode,Num Stages,Rounds Won,Total Rounds,Episode Win,Total Reward
1,1,0,2,0,-4
2,1,0,2,0,5
3,1,0,2,0,-18
4,1,1,3,0,-24
5,1,0,2,0,-17
6,1,0,2,0,-7
7,1,0,2,0,-24
8,1,0,2,0,-16
9,1,0,2,0,35
10,1,0,2,0,-17
11,1,0,2,0,37
12,1,0,2,0,-19
13,1,0,2,0,-21
14,1,0,2,0,28
15,1,0,2,0,-10
16,1,0,2,0,6
17,1,0,2,0,2
18,1,0,2,0,-21
19,1,0,2,0,-22
20,1,1,3,0,-3
21,1,0,2,0,31
22,1,0,2,0,36
23,1,0,2,0,-23
24,2,2,5,0,-45
25,1,0,2,0,27
26,1,0,2,0,-3
27,1,0,2,0,-22
28,1,0,2,0,0
29,1,0,2,0,-26
30,1,0,2,0,0
